Iteration;X;Y;Action;
0;3;11;movebw;
1;3;12;movefw;
2;3;13;movefw;
3;3;14;movefw;
4;3;15;movefw;
5;3;16;movefw;
6;3;17;movefw;
7;3;18;movefw;
8;3;19;movefw;
9;3;19;turnright;
10;3;19;turnright;
11;3;19;turnright;
12;3;19;turnright;
13;3;19;turnright;
14;3;19;turnright;
15;3;19;turnright;
16;2,42642356364895;18,180847955711;movebw;
17;1,85284712729791;17,361695911422;movebw;
18;1,27927069094686;16,542543867133;movebw;
19;1,27927069094686;16,542543867133;turnright;
20;1,27927069094686;16,542543867133;turnright;
21;1,27927069094686;16,542543867133;turnright;
22;1,27927069094686;16,542543867133;turnleft;
23;1,27927069094686;16,542543867133;turnleft;
24;1,27927069094686;16,542543867133;turnleft;
25;1,27927069094686;16,542543867133;turnleft;
26;1,27927069094686;16,542543867133;turnleft;
27;1,27927069094686;16,542543867133;turnleft;
28;1,27927069094686;16,542543867133;turnleft;
29;1,27927069094686;16,542543867133;turnright;
30;1,27927069094686;16,542543867133;turnright;
31;1,27927069094686;16,542543867133;turnright;
32;1,27927069094686;16,542543867133;turnright;
33;1,27927069094686;16,542543867133;turnright;
34;1,27927069094686;16,542543867133;turnright;
35;1,27927069094686;16,542543867133;turnright;
36;1,27927069094686;16,542543867133;turnright;
37;2,09842273523585;17,1161203034841;movefw;
38;2,91757477952484;17,6896967398351;movefw;
39;3,73672682381383;18,2632731761862;movefw;
40;4,55587886810282;18,8368496125372;movefw;
41;5,37503091239181;19,4104260488883;movefw;
42;6,19418295668081;19,9840024852393;movefw;
43;7,0133350009698;20,5575789215904;movefw;
44;6,19418295668081;19,9840024852393;movebw;
45;5,37503091239181;19,4104260488883;movebw;
46;4,55587886810282;18,8368496125372;movebw;
47;3,73672682381383;18,2632731761862;movebw;
48;2,91757477952484;17,6896967398351;movebw;
49;2,09842273523585;17,1161203034841;movebw;
50;1,27927069094686;16,542543867133;movebw;
51;2,09842273523585;17,1161203034841;movefw;
52;2,91757477952484;17,6896967398351;movefw;
53;3,73672682381383;18,2632731761862;movefw;
54;4,55587886810282;18,8368496125372;movefw;
55;5,37503091239181;19,4104260488883;movefw;
56;6,19418295668081;19,9840024852393;movefw;
57;7,0133350009698;20,5575789215904;movefw;
58;7,83248704525879;21,1311553579414;movefw;
59;8,65163908954778;21,7047317942924;movefw;
60;9,47079113383677;22,2783082306435;movefw;
61;10,2899431781258;22,8518846669945;movefw;
62;11,1090952224148;23,4254611033456;movefw;
63;11,9282472667037;23,9990375396966;movefw;
64;12,7473993109927;24,5726139760477;movefw;
65;13,5665513552817;25,1461904123987;movefw;
66;14,3857033995707;25,7197668487498;movefw;
67;15,2048554438597;26,2933432851008;movefw;
68;16,0240074881487;26,8669197214519;movefw;
69;16,8431595324377;27,4404961578029;movefw;
70;17,6623115767267;28,014072594154;movefw;
71;18,4814636210157;28,587649030505;movefw;
72;19,3006156653047;29,1612254668561;movefw;
73;20,1197677095937;29,7348019032071;movefw;
74;20,9389197538826;30,3083783395582;movefw;
75;21,7580717981716;30,8819547759092;movefw;
76;22,5772238424606;31,4555312122602;movefw;
77;23,3963758867496;32,0291076486113;movefw;
78;24,2155279310386;32,6026840849623;movefw;
79;24,2155279310386;32,6026840849623;turnleft;
80;24,2155279310386;32,6026840849623;turnleft;
81;24,2155279310386;32,6026840849623;turnleft;
82;24,2155279310386;32,6026840849623;turnleft;
83;24,2155279310386;32,6026840849623;turnleft;
84;24,2155279310386;32,6026840849623;turnleft;
85;24,2155279310386;32,6026840849623;turnleft;
86;24,2155279310386;32,6026840849623;turnleft;
87;24,2155279310386;32,6026840849623;turnleft;
88;24,2155279310386;32,6026840849623;turnright;
89;24,2155279310386;32,6026840849623;turnright;
90;24,2155279310386;32,6026840849623;turnright;
91;24,2155279310386;32,6026840849623;turnright;
92;24,2155279310386;32,6026840849623;turnright;
93;24,2155279310386;32,6026840849623;turnright;
94;24,2155279310386;32,6026840849623;turnright;
95;24,2155279310386;32,6026840849623;turnright;
96;23,4494834879196;31,9598964752758;movebw;
97;22,6834390448007;31,3171088655893;movebw;
98;21,9173946016817;30,6743212559027;movebw;
99;21,1513501585627;30,0315336462162;movebw;
100;20,3853057154437;29,3887460365296;movebw;
101;19,6192612723247;28,7459584268431;movebw;
102;18,8532168292058;28,1031708171566;movebw;
103;19,6192612723247;28,7459584268431;movefw;
104;20,3853057154437;29,3887460365296;movefw;
105;21,1513501585627;30,0315336462162;movefw;
106;21,9173946016817;30,6743212559027;movefw;
107;22,6834390448007;31,3171088655893;movefw;
108;23,4494834879196;31,9598964752758;movefw;
109;24,2155279310386;32,6026840849623;movefw;
110;24,9815723741576;33,2454716946489;movefw;
111;25,7476168172766;33,8882593043354;movefw;
112;26,5136612603955;34,531046914022;movefw;
113;27,2797057035145;35,1738345237085;movefw;
114;28,0457501466335;35,816622133395;movefw;
115;28,8117945897525;36,4594097430816;movefw;
116;29,5778390328715;37,1021973527681;movefw;
117;30,3438834759904;37,7449849624546;movefw;
118;31,1099279191094;38,3877725721412;movefw;
119;31,8759723622284;39,0305601818277;movefw;
120;32,6420168053474;39,6733477915142;movefw;
121;33,4080612484664;40,3161354012008;movefw;
122;34,1741056915853;40,9589230108873;movefw;
123;34,9401501347043;41,6017106205739;movefw;
124;35,7061945778233;42,2444982302604;movefw;
125;36,4722390209423;42,8872858399469;movefw;
126;37,2382834640612;43,5300734496335;movefw;
127;38,0043279071802;44,17286105932;movefw;
128;38,7703723502992;44,8156486690065;movefw;
129;39,5364167934182;45,4584362786931;movefw;
130;40,3024612365372;46,1012238883796;movefw;
131;41,0685056796561;46,7440114980661;movefw;
132;41,8345501227751;47,3867991077527;movefw;
133;42,6005945658941;48,0295867174392;movefw;
134;43,3666390090131;48,6723743271258;movefw;
135;42,6005945658941;48,0295867174392;movebw;
136;43,3666390090131;48,6723743271258;movefw;
137;42,6005945658941;48,0295867174392;movebw;
138;43,3666390090131;48,6723743271258;movefw;
139;42,6005945658941;48,0295867174392;movebw;
140;43,3666390090131;48,6723743271258;movefw;
141;42,6005945658941;48,0295867174392;movebw;
142;43,3666390090131;48,6723743271258;movefw;
143;42,6005945658941;48,0295867174392;movebw;
144;43,3666390090131;48,6723743271258;movefw;
145;42,6005945658941;48,0295867174392;movebw;
146;43,3666390090131;48,6723743271258;movefw;
147;42,6005945658941;48,0295867174392;movebw;
148;43,3666390090131;48,6723743271258;movefw;
149;42,6005945658941;48,0295867174392;movebw;
150;43,3666390090131;48,6723743271258;movefw;
151;42,6005945658941;48,0295867174392;movebw;
152;43,3666390090131;48,6723743271258;movefw;
153;42,6005945658941;48,0295867174392;movebw;
154;43,3666390090131;48,6723743271258;movefw;
155;42,6005945658941;48,0295867174392;movebw;
156;43,3666390090131;48,6723743271258;movefw;
157;42,6005945658941;48,0295867174392;movebw;
158;43,3666390090131;48,6723743271258;movefw;
159;42,6005945658941;48,0295867174392;movebw;
160;43,3666390090131;48,6723743271258;movefw;
161;42,6005945658941;48,0295867174392;movebw;
162;43,3666390090131;48,6723743271258;movefw;
163;42,6005945658941;48,0295867174392;movebw;
164;43,3666390090131;48,6723743271258;movefw;
165;43,3666390090131;48,6723743271258;turnright;
166;43,3666390090131;48,6723743271258;turnright;
167;43,3666390090131;48,6723743271258;turnright;
168;43,3666390090131;48,6723743271258;turnright;
169;43,3666390090131;48,6723743271258;turnright;
170;44,3325648353022;48,9311933722283;movefw;
171;44,3325648353022;48,9311933722283;turnright;
172;44,3325648353022;48,9311933722283;turnright;
173;44,3325648353022;48,9311933722283;turnright;
174;45,3325648353022;48,9311933722283;movefw;
175;46,3325648353022;48,9311933722283;movefw;
176;47,3325648353022;48,9311933722283;movefw;
177;48,3325648353022;48,9311933722283;movefw;
178;48,3325648353022;48,9311933722283;turnright;
179;48,3325648353022;48,9311933722283;turnright;
180;48,3325648353022;48,9311933722283;turnright;
181;48,3325648353022;48,9311933722283;turnright;
182;48,3325648353022;48,9311933722283;turnright;
183;48,3325648353022;48,9311933722283;turnright;
184;48,3325648353022;48,9311933722283;turnright;
185;48,3325648353022;48,9311933722283;turnright;
186;48,3325648353022;48,9311933722283;turnright;
187;48,3325648353022;48,9311933722283;turnright;
188;48,9753524449887;48,1651489291093;movefw;
189;48,9753524449887;48,1651489291093;turnright;
190;48,9753524449887;48,1651489291093;turnright;
191;48,9753524449887;48,1651489291093;turnright;
192;48,9753524449887;48,1651489291093;turnright;
193;48,9753524449887;48,1651489291093;turnright;
194;48,9753524449887;48,1651489291093;turnright;
195;48,9753524449887;48,1651489291093;turnright;
196;48,9753524449887;48,1651489291093;turnright;
197;48,9753524449887;48,1651489291093;turnright;
198;48,9753524449887;48,1651489291093;turnright;
199;48,9753524449887;48,1651489291093;turnright;
200;48,9753524449887;48,1651489291093;turnright;
201;48,9753524449887;48,1651489291093;turnright;
202;48,9753524449887;48,1651489291093;turnright;
203;48,9753524449887;48,1651489291093;turnright;
204;48,9753524449887;48,1651489291093;turnright;
205;48,9753524449887;48,1651489291093;turnright;
206;48,9753524449887;48,1651489291093;turnright;
207;48,2093080018697;47,5223613194228;movefw;
208;48,9753524449887;48,1651489291093;movebw;
209;48,2093080018697;47,5223613194228;movefw;
210;48,9753524449887;48,1651489291093;movebw;
211;48,2093080018697;47,5223613194228;movefw;
212;48,9753524449887;48,1651489291093;movebw;
213;48,2093080018697;47,5223613194228;movefw;
214;48,9753524449887;48,1651489291093;movebw;
215;48,9753524449887;48,1651489291093;turnleft;
216;48,9753524449887;48,1651489291093;turnleft;
217;48,9753524449887;48,1651489291093;turnleft;
218;48,9753524449887;48,1651489291093;turnleft;
219;48,9753524449887;48,1651489291093;turnleft;
220;48,9753524449887;48,1651489291093;turnleft;
221;48,9753524449887;48,1651489291093;turnleft;
222;48,9753524449887;48,1651489291093;turnleft;
223;48,8017042673218;47,1803411760971;movefw;
224;48,6280560896548;46,1955334230849;movefw;
225;48,4544079119879;45,2107256700727;movefw;
226;48,280759734321;44,2259179170605;movefw;
227;48,107111556654;43,2411101640483;movefw;
228;47,9334633789871;42,2563024110361;movefw;
229;47,7598152013202;41,2714946580239;movefw;
230;47,7598152013202;41,2714946580239;item;
231;47,5861670236532;40,2866869050116;movefw;
232;47,4125188459863;39,3018791519994;movefw;
233;47,2388706683194;38,3170713989872;movefw;
234;47,0652224906524;37,332263645975;movefw;
235;46,8915743129855;36,3474558929628;movefw;
236;46,7179261353186;35,3626481399506;movefw;
237;46,5442779576516;34,3778403869384;movefw;
238;46,3706297799847;33,3930326339262;movefw;
239;46,1969816023177;32,408224880914;movefw;
240;46,0233334246508;31,4234171279018;movefw;
241;45,8496852469839;30,4386093748896;movefw;
242;45,6760370693169;29,4538016218774;movefw;
243;45,50238889165;28,4689938688652;movefw;
244;45,3287407139831;27,484186115853;movefw;
245;45,1550925363161;26,4993783628408;movefw;
246;44,9814443586492;25,5145706098285;movefw;
247;44,8077961809823;24,5297628568163;movefw;
248;44,6341480033153;23,5449551038041;movefw;
249;44,4604998256484;22,5601473507919;movefw;
250;44,2868516479815;21,5753395977797;movefw;
251;44,1132034703145;20,5905318447675;movefw;
252;43,9395552926476;19,6057240917553;movefw;
253;43,7659071149807;18,6209163387431;movefw;
254;43,5922589373137;17,6361085857309;movefw;
255;43,5922589373137;17,6361085857309;turnright;
256;43,5922589373137;17,6361085857309;turnright;
257;43,5922589373137;17,6361085857309;turnright;
258;43,5922589373137;17,6361085857309;turnright;
259;43,5922589373137;17,6361085857309;turnright;
260;43,5922589373137;17,6361085857309;turnright;
261;43,5922589373137;17,6361085857309;turnright;
262;43,5922589373137;17,6361085857309;turnright;
263;43,5922589373137;17,6361085857309;turnright;
264;43,5922589373137;17,6361085857309;turnright;
265;42,7262335335293;17,1361085857309;movefw;
266;41,8602081297449;16,6361085857309;movefw;
267;40,9941827259604;16,1361085857309;movefw;
268;40,128157322176;15,6361085857309;movefw;
269;39,2621319183916;15,1361085857309;movefw;
270;38,3961065146071;14,6361085857309;movefw;
271;37,5300811108227;14,1361085857309;movefw;
272;36,6640557070382;13,6361085857309;movefw;
273;37,5300811108227;14,1361085857309;movebw;
274;38,3961065146071;14,6361085857309;movebw;
275;39,2621319183916;15,1361085857309;movebw;
276;40,128157322176;15,6361085857309;movebw;
277;40,9941827259604;16,1361085857309;movebw;
278;41,8602081297449;16,6361085857309;movebw;
279;41,8602081297449;16,6361085857309;turnleft;
280;41,8602081297449;16,6361085857309;turnleft;
281;41,8602081297449;16,6361085857309;turnleft;
282;41,8602081297449;16,6361085857309;turnleft;
283;41,8602081297449;16,6361085857309;turnleft;
284;41,8602081297449;16,6361085857309;turnleft;
285;41,8602081297449;16,6361085857309;turnleft;
286;41,8602081297449;16,6361085857309;turnleft;
287;41,8602081297449;16,6361085857309;turnleft;
288;41,8602081297449;16,6361085857309;turnright;
289;41,8602081297449;16,6361085857309;turnright;
290;41,8602081297449;16,6361085857309;turnright;
291;41,8602081297449;16,6361085857309;turnright;
292;41,8602081297449;16,6361085857309;turnright;
293;41,8602081297449;16,6361085857309;turnright;
294;41,8602081297449;16,6361085857309;turnright;
295;41,8602081297449;16,6361085857309;turnright;
296;41,8602081297449;16,6361085857309;turnright;
297;41,8602081297449;16,6361085857309;turnright;
298;41,8602081297449;16,6361085857309;turnright;
299;40,920515508959;16,2940884424052;movefw;
300;39,9808228881731;15,9520682990795;movefw;
301;39,0411302673872;15,6100481557539;movefw;
302;38,1014376466013;15,2680280124282;movefw;
303;37,1617450258154;14,9260078691025;movefw;
304;36,2220524050294;14,5839877257769;movefw;
305;35,2823597842435;14,2419675824512;movefw;
306;34,3426671634576;13,8999474391255;movefw;
307;33,4029745426717;13,5579272957998;movefw;
308;32,4632819218858;13,2159071524742;movefw;
309;31,5235893010999;12,8738870091485;movefw;
310;30,583896680314;12,5318668658228;movefw;
311;29,6442040595281;12,1898467224972;movefw;
312;28,7045114387422;11,8478265791715;movefw;
313;29,6442040595281;12,1898467224972;movebw;
314;30,583896680314;12,5318668658228;movebw;
315;31,5235893010999;12,8738870091485;movebw;
316;32,4632819218858;13,2159071524742;movebw;
317;33,4029745426717;13,5579272957998;movebw;
318;34,3426671634576;13,8999474391255;movebw;
319;35,2823597842435;14,2419675824512;movebw;
320;36,2220524050294;14,5839877257768;movebw;
321;37,1617450258154;14,9260078691025;movebw;
322;38,1014376466013;15,2680280124282;movebw;
323;39,0411302673872;15,6100481557538;movebw;
324;39,9808228881731;15,9520682990795;movebw;
325;40,920515508959;16,2940884424052;movebw;
326;41,8602081297449;16,6361085857308;movebw;
327;42,7999007505308;16,9781287290565;movebw;
328;43,7395933713167;17,3201488723822;movebw;
329;44,6792859921026;17,6621690157079;movebw;
330;45,6189786128885;18,0041891590335;movebw;
331;46,5586712336744;18,3462093023592;movebw;
332;47,4983638544603;18,6882294456849;movebw;
333;48,4380564752462;19,0302495890105;movebw;
334;48,4380564752462;19,0302495890105;turnright;
335;48,4380564752462;19,0302495890105;turnright;
336;48,4380564752462;19,0302495890105;turnleft;
337;48,4380564752462;19,0302495890105;turnleft;
338;48,4380564752462;19,0302495890105;turnleft;
339;48,4380564752462;19,0302495890105;turnleft;
340;48,4380564752462;19,0302495890105;turnleft;
