Iteration;X;Y;Action;Timestamp;
0;47;27;turnleft;0;
1;46,9128442572523;27,9961946980917;movefw;0;
2;46,8256885145047;28,9923893961835;movefw;0;
3;46,738532771757;29,9885840942752;movefw;0;
4;46,6513770290094;30,984778792367;movefw;0;
5;46,5642212862617;31,9809734904587;movefw;0;
6;46,4770655435141;32,9771681885505;movefw;0;
7;46,3899098007664;33,9733628866422;movefw;0;
8;46,3027540580188;34,969557584734;movefw;0;
9;46,2155983152711;35,9657522828257;movefw;0;
10;46,1284425725235;36,9619469809174;movefw;0;
11;46,2155983152711;35,9657522828257;movebw;0;
12;46,1284425725235;36,9619469809174;movefw;0;
13;46,2155983152711;35,9657522828257;movebw;0;
14;46,1284425725235;36,9619469809174;movefw;0;
15;46,2155983152711;35,9657522828257;movebw;0;
16;46,1284425725235;36,9619469809174;movefw;0;
17;46,2155983152711;35,9657522828257;movebw;0;
18;46,1284425725235;36,9619469809174;movefw;0;
19;46,2155983152711;35,9657522828257;movebw;0;
20;46,1284425725235;36,9619469809174;movefw;0;
21;46,2155983152711;35,9657522828257;movebw;0;
22;46,1284425725235;36,9619469809174;movefw;0;
23;46,2155983152711;35,9657522828257;movebw;0;
24;46,1284425725235;36,9619469809174;movefw;0;
25;46,2155983152711;35,9657522828257;movebw;0;
26;46,1284425725235;36,9619469809174;movefw;0;
27;46,2155983152711;35,9657522828257;movebw;0;
28;46,1284425725235;36,9619469809174;movefw;0;
29;46,2155983152711;35,9657522828257;movebw;0;
30;46,1284425725235;36,9619469809174;movefw;0;
31;46,2155983152711;35,9657522828257;movebw;0;
32;46,1284425725235;36,9619469809174;movefw;0;
33;46,2155983152711;35,9657522828257;movebw;0;
34;46,1284425725235;36,9619469809174;movefw;0;
35;46,2155983152711;35,9657522828257;movebw;0;
36;46,1284425725235;36,9619469809174;movefw;0;
37;46,2155983152711;35,9657522828257;movebw;0;
38;46,1284425725235;36,9619469809174;movefw;0;
39;46,2155983152711;35,9657522828257;movebw;0;
40;46,1284425725235;36,9619469809174;movefw;0;
41;46,2155983152711;35,9657522828257;movebw;0;
42;46,1284425725235;36,9619469809174;movefw;0;
43;46,2155983152711;35,9657522828257;movebw;0;
44;46,1284425725235;36,9619469809174;movefw;0;
45;46,2155983152711;35,9657522828257;movebw;0;
46;46,1284425725235;36,9619469809174;movefw;0;
47;46,2155983152711;35,9657522828257;movebw;0;
48;46,1284425725235;36,9619469809174;movefw;0;
49;46,2155983152711;35,9657522828257;movebw;0;
50;46,1284425725235;36,9619469809174;movefw;0;
51;46,2155983152711;35,9657522828257;movebw;0;
52;46,1284425725235;36,9619469809174;movefw;0;
53;46,2155983152711;35,9657522828257;movebw;0;
54;46,1284425725235;36,9619469809174;movefw;0;
55;46,2155983152711;35,9657522828257;movebw;0;
56;46,1284425725235;36,9619469809174;movefw;0;
57;46,2155983152711;35,9657522828257;movebw;0;
58;46,1284425725235;36,9619469809174;movefw;0;
59;46,2155983152711;35,9657522828257;movebw;0;
60;46,1284425725235;36,9619469809174;movefw;0;
61;46,2155983152711;35,9657522828257;movebw;0;
62;46,1284425725235;36,9619469809174;movefw;0;
63;46,2155983152711;35,9657522828257;movebw;0;
64;46,1284425725235;36,9619469809174;movefw;0;
65;46,2155983152711;35,9657522828257;movebw;0;
66;46,1284425725235;36,9619469809174;movefw;0;
67;46,2155983152711;35,9657522828257;movebw;0;
68;46,1284425725235;36,9619469809174;movefw;0;
69;46,2155983152711;35,9657522828257;movebw;0;
70;46,1284425725235;36,9619469809174;movefw;0;
71;46,2155983152711;35,9657522828257;movebw;0;
72;46,1284425725235;36,9619469809174;movefw;0;
73;46,2155983152711;35,9657522828257;movebw;0;
74;46,1284425725235;36,9619469809174;movefw;0;
75;46,2155983152711;35,9657522828257;movebw;0;
76;46,1284425725235;36,9619469809174;movefw;0;
77;46,2155983152711;35,9657522828257;movebw;0;
78;46,1284425725235;36,9619469809174;movefw;0;
79;46,2155983152711;35,9657522828257;movebw;0;
80;46,1284425725235;36,9619469809174;movefw;0;
81;46,2155983152711;35,9657522828257;movebw;0;
82;46,1284425725235;36,9619469809174;movefw;0;
83;46,2155983152711;35,9657522828257;movebw;0;
84;46,1284425725235;36,9619469809174;movefw;0;
85;46,2155983152711;35,9657522828257;movebw;0;
86;46,1284425725235;36,9619469809174;movefw;0;
87;46,2155983152711;35,9657522828257;movebw;0;
88;46,1284425725235;36,9619469809174;movefw;0;
89;46,2155983152711;35,9657522828257;movebw;0;
90;46,1284425725235;36,9619469809174;movefw;0;
