Iteration;X;Y;Action;
0;44;21;movebw;
1;44;22;movefw;
2;44;23;movefw;
3;44;24;movefw;
4;44;25;movefw;
5;44;26;movefw;
6;44;27;movefw;
7;44;28;movefw;
8;44;28;turnright;
9;44;28;turnright;
10;44;28;turnright;
11;44;28;turnright;
12;44;28;turnright;
13;44;28;turnright;
14;44;28;turnright;
15;43,426423563649;27,180847955711;movebw;
16;42,8528471272979;26,361695911422;movebw;
17;42,2792706909469;25,542543867133;movebw;
18;41,7056942545958;24,723391822844;movebw;
19;41,1321178182448;23,904239778555;movebw;
20;40,5585413818937;23,0850877342661;movebw;
21;39,9849649455427;22,2659356899771;movebw;
22;39,9849649455427;22,2659356899771;turnleft;
23;39,9849649455427;22,2659356899771;turnleft;
24;39,9849649455427;22,2659356899771;turnleft;
25;39,9849649455427;22,2659356899771;turnleft;
26;39,9849649455427;22,2659356899771;turnleft;
27;39,9849649455427;22,2659356899771;turnleft;
28;39,9849649455427;22,2659356899771;turnright;
29;39,9849649455427;22,2659356899771;turnright;
30;39,9849649455427;22,2659356899771;turnright;
31;39,9849649455427;22,2659356899771;turnright;
32;39,9849649455427;22,2659356899771;turnright;
33;39,9849649455427;22,2659356899771;turnright;
34;39,9849649455427;22,2659356899771;turnright;
35;39,9849649455427;22,2659356899771;turnright;
36;40,6920717267292;22,9730424711636;movefw;
37;41,3991785079158;23,6801492523502;movefw;
38;42,1062852891023;24,3872560335367;movefw;
39;42,8133920702889;25,0943628147232;movefw;
40;43,5204988514754;25,8014695959098;movefw;
41;44,2276056326619;26,5085763770963;movefw;
42;44,9347124138485;27,2156831582829;movefw;
43;45,641819195035;27,9227899394694;movefw;
44;44,9347124138485;27,2156831582829;movebw;
45;44,2276056326619;26,5085763770963;movebw;
46;43,5204988514754;25,8014695959098;movebw;
47;42,8133920702889;25,0943628147232;movebw;
48;42,1062852891023;24,3872560335367;movebw;
49;41,3991785079158;23,6801492523502;movebw;
50;42,1062852891023;24,3872560335367;movefw;
51;42,8133920702889;25,0943628147232;movefw;
52;43,5204988514754;25,8014695959098;movefw;
53;44,2276056326619;26,5085763770963;movefw;
54;44,9347124138485;27,2156831582829;movefw;
55;45,641819195035;27,9227899394694;movefw;
56;46,3489259762216;28,629896720656;movefw;
57;47,0560327574081;29,3370035018425;movefw;
58;47,7631395385947;30,0441102830291;movefw;
59;48,4702463197812;30,7512170642156;movefw;
60;48,4702463197812;30,7512170642156;turnleft;
61;48,4702463197812;30,7512170642156;turnleft;
62;48,4702463197812;30,7512170642156;turnleft;
63;48,9702463197812;31,6172424680001;movefw;
64;48,9702463197812;31,6172424680001;turnleft;
65;48,9702463197812;31,6172424680001;turnleft;
66;48,6282261764556;30,6775498472141;movebw;
67;48,2862060331299;29,7378572264282;movebw;
68;48,6282261764556;30,6775498472141;movefw;
69;48,2862060331299;29,7378572264282;movebw;
70;48,6282261764556;30,6775498472141;movefw;
71;48,2862060331299;29,7378572264282;movebw;
72;48,6282261764556;30,6775498472141;movefw;
73;48,2862060331299;29,7378572264282;movebw;
74;48,6282261764556;30,6775498472141;movefw;
75;48,2862060331299;29,7378572264282;movebw;
76;48,6282261764556;30,6775498472141;movefw;
77;48,2862060331299;29,7378572264282;movebw;
78;48,6282261764556;30,6775498472141;movefw;
79;48,6282261764556;30,6775498472141;turnleft;
80;48,6282261764556;30,6775498472141;turnleft;
81;48,6282261764556;30,6775498472141;turnleft;
82;48,6282261764556;30,6775498472141;turnleft;
83;48,6282261764556;30,6775498472141;turnleft;
84;48,6282261764556;30,6775498472141;turnleft;
85;48,6282261764556;30,6775498472141;turnleft;
86;48,6282261764556;30,6775498472141;turnleft;
87;48,6282261764556;30,6775498472141;turnright;
88;48,6282261764556;30,6775498472141;turnright;
89;48,6282261764556;30,6775498472141;turnright;
90;48,6282261764556;30,6775498472141;turnright;
91;48,6282261764556;30,6775498472141;turnright;
92;48,6282261764556;30,6775498472141;turnright;
93;48,6282261764556;30,6775498472141;turnright;
94;48,6282261764556;30,6775498472141;turnright;
95;48,2862060331299;29,7378572264282;movebw;
96;47,9441858898042;28,7981646056423;movebw;
97;47,6021657464785;27,8584719848564;movebw;
98;47,2601456031529;26,9187793640705;movebw;
99;46,9181254598272;25,9790867432846;movebw;
100;46,5761053165015;25,0393941224987;movebw;
101;46,2340851731759;24,0997015017128;movebw;
102;46,5761053165015;25,0393941224987;movefw;
103;46,9181254598272;25,9790867432846;movefw;
