Agent 0 heatmap;
-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-99;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-99;-100;-100;-99;-99;-100;-100;-100;-100;-100;-100;-100;-100;
-100;0;0;0;0;0;0;0;0;0;0;0;-100;45;0;0;0;0;0;0;0;0;0;0;0;0;39;14;2;1;1;1;1;1;1;1;28;0;-100;88;9;4;3;3;14;1;20;0;0;-100;
-100;0;0;0;0;0;0;0;0;0;0;0;-98;160;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;1;0;0;-100;24;0;0;0;49;0;0;5;1;0;-100;
-100;0;0;0;0;0;0;0;0;0;0;0;-100;77;15;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;1;1;1;0;0;0;-100;0;1;0;0;2;0;0;0;1;0;-100;
-100;0;0;0;0;0;0;0;0;0;0;0;-100;15;2;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;2;3;2;2;0;-100;29;2;1;1;3;1;1;1;3;95;-100;
-100;0;0;0;0;0;0;0;0;0;0;0;-100;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-100;0;0;0;1;0;0;0;30;-99;17;1;0;1;1;0;-100;-100;-97;-96;-98;
-100;0;0;0;0;0;0;0;0;0;0;0;-98;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-100;0;0;1;0;0;0;0;0;-100;29;12;29;6;4;4;21;37;81;480;-99;
-100;0;0;0;-100;-100;-100;-100;0;0;0;0;-100;26;9;5;3;3;3;3;3;3;4;4;4;4;4;23;21;-100;1;2;0;0;0;0;0;0;-100;1;1;0;2;0;0;16;65;35;20;-100;
-100;0;0;0;0;0;0;0;0;0;0;0;-100;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;-98;25;0;0;0;0;0;0;0;-100;89;0;2;1;0;0;0;4;3;60;-100;
-100;1;0;0;0;0;0;0;0;0;0;0;-100;0;0;2;0;0;0;0;0;0;0;0;0;-100;-100;-100;-100;-99;1;0;0;0;0;0;0;0;1;12;0;3;0;2;4;4;2;4;4;-100;
-100;2;0;0;0;0;0;0;0;0;0;0;-100;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;2;3;2;4;4;5;2;0;0;0;31;4;-100;
-100;2;0;0;0;0;0;0;0;0;0;0;-100;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;2;2;2;1;0;0;5;3;38;1;0;0;0;0;34;-100;
-100;2;0;0;0;0;0;0;0;0;0;0;-100;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;57;0;0;1;1;2;1;0;0;0;0;4;-100;
-98;54;11;1;1;1;1;1;1;1;1;1;1;1;1;1;1;7;1;1;1;1;1;1;1;1;1;1;1;1;1;48;15;0;0;0;63;0;0;1;1;0;2;0;1;0;0;0;4;-100;
-100;51;0;0;0;0;0;0;0;0;0;0;0;0;0;-100;-100;-98;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;1;0;1;1;0;0;2;1;0;0;0;4;-100;
-100;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;4;1;0;0;4;-100;
-100;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;3;0;0;4;-100;
