Iteration;X;Y;Action;Timestamp;
0;12;46;turnleft;0;
1;11,9128442572523;46,9961946980917;movefw;0;
2;11,8256885145047;47,9923893961835;movefw;0;
3;11,9128442572523;46,9961946980917;movebw;0;
4;11,8256885145047;47,9923893961835;movefw;0;
5;11,9128442572523;46,9961946980917;movebw;0;
6;11,8256885145047;47,9923893961835;movefw;0;
7;11,9128442572523;46,9961946980917;movebw;0;
8;11,8256885145047;47,9923893961835;movefw;0;
9;11,9128442572523;46,9961946980917;movebw;0;
10;11,8256885145047;47,9923893961835;movefw;0;
11;11,9128442572523;46,9961946980917;movebw;0;
12;11,8256885145047;47,9923893961835;movefw;0;
13;11,9128442572523;46,9961946980917;movebw;0;
14;11,8256885145047;47,9923893961835;movefw;0;
15;11,9128442572523;46,9961946980917;movebw;0;
16;11,8256885145047;47,9923893961835;movefw;0;
17;11,9128442572523;46,9961946980917;movebw;0;
18;11,8256885145047;47,9923893961835;movefw;0;
19;11,9128442572523;46,9961946980917;movebw;0;
20;11,8256885145047;47,9923893961835;movefw;0;
21;11,9128442572523;46,9961946980917;movebw;0;
22;11,8256885145047;47,9923893961835;movefw;0;
23;11,9128442572523;46,9961946980917;movebw;0;
24;11,8256885145047;47,9923893961835;movefw;0;
25;11,9128442572523;46,9961946980917;movebw;0;
26;11,8256885145047;47,9923893961835;movefw;0;
27;11,9128442572523;46,9961946980917;movebw;0;
28;11,8256885145047;47,9923893961835;movefw;0;
29;11,9128442572523;46,9961946980917;movebw;0;
30;11,8256885145047;47,9923893961835;movefw;0;
31;11,9128442572523;46,9961946980917;movebw;0;
32;11,8256885145047;47,9923893961835;movefw;0;
33;11,9128442572523;46,9961946980917;movebw;0;
34;11,8256885145047;47,9923893961835;movefw;0;
35;11,9128442572523;46,9961946980917;movebw;0;
36;11,8256885145047;47,9923893961835;movefw;0;
37;11,9128442572523;46,9961946980917;movebw;0;
38;11,8256885145047;47,9923893961835;movefw;0;
39;11,9128442572523;46,9961946980917;movebw;0;
40;11,8256885145047;47,9923893961835;movefw;0;
41;11,9128442572523;46,9961946980917;movebw;0;
42;11,8256885145047;47,9923893961835;movefw;0;
43;11,9128442572523;46,9961946980917;movebw;0;
44;11,8256885145047;47,9923893961835;movefw;0;
45;11,9128442572523;46,9961946980917;movebw;0;
46;11,8256885145047;47,9923893961835;movefw;0;
47;11,9128442572523;46,9961946980917;movebw;0;
48;11,8256885145047;47,9923893961835;movefw;0;
49;11,9128442572523;46,9961946980917;movebw;0;
50;11,8256885145047;47,9923893961835;movefw;0;
51;11,9128442572523;46,9961946980917;movebw;0;
52;11,8256885145047;47,9923893961835;movefw;0;
53;11,9128442572523;46,9961946980917;movebw;0;
54;11,8256885145047;47,9923893961835;movefw;0;
55;11,9128442572523;46,9961946980917;movebw;0;
56;11,8256885145047;47,9923893961835;movefw;0;
57;11,9128442572523;46,9961946980917;movebw;0;
58;11,8256885145047;47,9923893961835;movefw;0;
59;11,9128442572523;46,9961946980917;movebw;0;
60;11,8256885145047;47,9923893961835;movefw;0;
61;11,9128442572523;46,9961946980917;movebw;0;
62;11,8256885145047;47,9923893961835;movefw;0;
63;11,9128442572523;46,9961946980917;movebw;0;
64;11,8256885145047;47,9923893961835;movefw;0;
65;11,9128442572523;46,9961946980917;movebw;0;
66;11,8256885145047;47,9923893961835;movefw;0;
67;11,9128442572523;46,9961946980917;movebw;0;
68;11,8256885145047;47,9923893961835;movefw;0;
69;11,9128442572523;46,9961946980917;movebw;0;
70;11,8256885145047;47,9923893961835;movefw;0;
71;11,9128442572523;46,9961946980917;movebw;0;
72;11,8256885145047;47,9923893961835;movefw;0;
73;11,9128442572523;46,9961946980917;movebw;0;
74;11,8256885145047;47,9923893961835;movefw;0;
75;11,9128442572523;46,9961946980917;movebw;0;
76;11,8256885145047;47,9923893961835;movefw;0;
77;11,9128442572523;46,9961946980917;movebw;0;
78;11,8256885145047;47,9923893961835;movefw;0;
79;11,9128442572523;46,9961946980917;movebw;0;
80;11,8256885145047;47,9923893961835;movefw;0;
81;11,9128442572523;46,9961946980917;movebw;0;
82;11,8256885145047;47,9923893961835;movefw;0;
83;11,9128442572523;46,9961946980917;movebw;0;
84;11,8256885145047;47,9923893961835;movefw;0;
85;11,9128442572523;46,9961946980917;movebw;0;
86;11,8256885145047;47,9923893961835;movefw;0;
87;11,9128442572523;46,9961946980917;movebw;0;
88;11,8256885145047;47,9923893961835;movefw;0;
89;11,9128442572523;46,9961946980917;movebw;0;
90;11,8256885145047;47,9923893961835;movefw;0;
91;11,9128442572523;46,9961946980917;movebw;0;
92;11,8256885145047;47,9923893961835;movefw;0;
93;11,9128442572523;46,9961946980917;movebw;0;
94;11,8256885145047;47,9923893961835;movefw;0;
95;11,9128442572523;46,9961946980917;movebw;0;
96;11,8256885145047;47,9923893961835;movefw;0;
97;11,9128442572523;46,9961946980917;movebw;0;
98;11,8256885145047;47,9923893961835;movefw;0;
99;11,9128442572523;46,9961946980917;movebw;0;
100;11,8256885145047;47,9923893961835;movefw;0;
101;11,9128442572523;46,9961946980917;movebw;0;
102;11,8256885145047;47,9923893961835;movefw;0;
103;11,9128442572523;46,9961946980917;movebw;0;
104;11,9128442572523;46,9961946980917;shoot;9;
105;11,8256885145047;47,9923893961835;movefw;8;
106;11,738532771757;48,9885840942752;movefw;7;
107;11,738532771757;48,9885840942752;turnleft;6;
108;11,738532771757;48,9885840942752;turnleft;5;
109;11,738532771757;48,9885840942752;turnleft;4;
110;11,738532771757;48,9885840942752;turnleft;3;
111;11,738532771757;48,9885840942752;turnleft;2;
112;11,738532771757;48,9885840942752;turnleft;1;
113;11,738532771757;48,9885840942752;turnleft;0;
114;11,738532771757;48,9885840942752;shoot;9;
115;11,738532771757;48,9885840942752;turnleft;8;
116;11,738532771757;48,9885840942752;turnleft;7;
117;11,738532771757;48,9885840942752;turnleft;6;
118;11,738532771757;48,9885840942752;turnleft;5;
