Iteration;X;Y;Action;Timestamp;
105;5,60550811603747;36,9391151694679;shoot;9;
106;5,51835237328981;37,9353098675597;movefw;8;
107;5,51835237328981;37,9353098675597;turnleft;7;
108;5,51835237328981;37,9353098675597;turnleft;6;
109;5,51835237328981;37,9353098675597;turnleft;5;
110;5,51835237328981;37,9353098675597;turnleft;4;
111;5,51835237328981;37,9353098675597;turnleft;3;
112;5,51835237328981;37,9353098675597;turnleft;2;
113;5,51835237328981;37,9353098675597;turnleft;1;
114;5,51835237328981;37,9353098675597;turnleft;0;
115;5,51835237328981;37,9353098675597;shoot;9;
116;5,51835237328981;37,9353098675597;turnleft;8;
117;5,51835237328981;37,9353098675597;turnleft;7;
118;5,51835237328981;37,9353098675597;turnleft;6;
119;5,51835237328981;37,9353098675597;turnleft;5;
120;5,51835237328981;37,9353098675597;turnleft;4;
121;5,51835237328981;37,9353098675597;turnleft;3;
122;5,51835237328981;37,9353098675597;turnleft;2;
123;5,51835237328981;37,9353098675597;turnleft;1;
124;5,51835237328981;37,9353098675597;turnleft;0;
125;5,51835237328981;37,9353098675597;shoot;9;
126;4,51835237328981;37,9353098675597;movefw;8;
127;3,51835237328981;37,9353098675597;movefw;7;
128;2,51835237328981;37,9353098675597;movefw;6;
129;1,51835237328981;37,9353098675597;movefw;5;
130;1,51835237328981;37,9353098675597;turnleft;4;
131;1,51835237328981;37,9353098675597;turnleft;3;
132;1,51835237328981;37,9353098675597;turnleft;2;
133;1,51835237328981;37,9353098675597;turnleft;1;
134;1,51835237328981;37,9353098675597;turnleft;0;
135;1,51835237328981;37,9353098675597;shoot;9;
136;1,51835237328981;37,9353098675597;turnleft;8;
137;1,51835237328981;37,9353098675597;turnleft;7;
138;1,51835237328981;37,9353098675597;turnleft;6;
139;1,51835237328981;37,9353098675597;turnleft;5;
140;1,51835237328981;37,9353098675597;turnleft;4;
141;1,51835237328981;37,9353098675597;turnleft;3;
142;1,51835237328981;37,9353098675597;turnleft;2;
143;1,01835237328981;37,0692844637752;movefw;1;
144;1,01835237328981;37,0692844637752;turnleft;0;
145;1,01835237328981;37,0692844637752;shoot;9;
146;1,01835237328981;37,0692844637752;turnleft;8;
147;1,01835237328981;37,0692844637752;turnleft;7;
148;1,01835237328981;37,0692844637752;turnleft;6;
149;1,01835237328981;37,0692844637752;turnleft;5;
150;1,01835237328981;37,0692844637752;turnright;4;
151;1,01835237328981;37,0692844637752;turnright;3;
152;1,01835237328981;37,0692844637752;turnright;2;
153;1,01835237328981;37,0692844637752;turnright;1;
154;1,01835237328981;37,0692844637752;turnright;0;
155;1,01835237328981;37,0692844637752;turnright;0;
156;1,01835237328981;37,0692844637752;turnright;0;
157;1,01835237328981;37,0692844637752;turnright;0;
158;1,01835237328981;37,0692844637752;turnright;0;
159;1,01835237328981;37,0692844637752;turnright;0;
160;1,01835237328981;37,0692844637752;turnright;0;
161;1,01835237328981;37,0692844637752;turnright;0;
162;1,01835237328981;37,0692844637752;turnright;0;
163;1,01835237328981;37,0692844637752;turnright;0;
164;1,01835237328981;37,0692844637752;turnright;0;
165;1,01835237328981;37,0692844637752;turnright;0;
166;1,01835237328981;37,0692844637752;turnright;0;
167;1,01835237328981;37,0692844637752;turnright;0;
168;1,01835237328981;37,0692844637752;turnright;0;
169;1,01835237328981;37,0692844637752;turnright;0;
170;1,01835237328981;37,0692844637752;turnright;0;
171;1,01835237328981;37,0692844637752;turnright;0;
172;1,01835237328981;37,0692844637752;turnright;0;
173;1,01835237328981;37,0692844637752;turnright;0;
174;1,01835237328981;37,0692844637752;turnright;0;
175;1,01835237328981;37,0692844637752;turnright;0;
176;1,01835237328981;37,0692844637752;turnright;0;
177;1,01835237328981;37,0692844637752;turnright;0;
178;1,01835237328981;37,0692844637752;turnright;0;
179;1,01835237328981;37,0692844637752;turnright;0;
180;1,01835237328981;37,0692844637752;turnright;0;
181;1,01835237328981;37,0692844637752;turnright;0;
182;1,01835237328981;37,0692844637752;turnright;0;
183;1,01835237328981;37,0692844637752;turnright;0;
184;1,01835237328981;37,0692844637752;turnright;0;
185;1,01835237328981;37,0692844637752;turnright;0;
186;1,01835237328981;37,0692844637752;turnright;0;
187;1,01835237328981;37,0692844637752;turnright;0;
188;1,01835237328981;37,0692844637752;turnright;0;
189;1,01835237328981;37,0692844637752;turnright;0;
190;1,01835237328981;37,0692844637752;turnright;0;
191;1,01835237328981;37,0692844637752;turnright;0;
192;1,01835237328981;37,0692844637752;turnright;0;
193;1,01835237328981;37,0692844637752;turnright;0;
194;1,01835237328981;37,0692844637752;turnright;0;
195;1,01835237328981;37,0692844637752;turnright;0;
196;1,01835237328981;37,0692844637752;turnright;0;
197;1,01835237328981;37,0692844637752;turnright;0;
198;1,01835237328981;37,0692844637752;turnright;0;
199;1,01835237328981;37,0692844637752;turnright;0;
200;1,01835237328981;37,0692844637752;turnright;0;
201;1,01835237328981;37,0692844637752;turnright;0;
202;1,01835237328981;37,0692844637752;turnright;0;
203;1,01835237328981;37,0692844637752;turnright;0;
204;1,01835237328981;37,0692844637752;turnright;0;
205;1,01835237328981;37,0692844637752;turnright;0;
206;1,01835237328981;37,0692844637752;turnright;0;
207;1,01835237328981;37,0692844637752;turnright;0;
208;1,01835237328981;37,0692844637752;turnright;0;
209;1,01835237328981;37,0692844637752;turnright;0;
210;1,01835237328981;37,0692844637752;turnright;0;
211;1,01835237328981;37,0692844637752;turnright;0;
212;1,01835237328981;37,0692844637752;turnright;0;
213;1,01835237328981;37,0692844637752;turnright;0;
214;1,01835237328981;37,0692844637752;turnright;0;
215;1,01835237328981;37,0692844637752;turnright;0;
216;0,595734111549113;37,9755922508119;shoot;9;
217;1,44097063503051;36,1629766767386;movefw;8;
218;1,01835237328981;37,0692844637752;movebw;7;
219;1,44097063503051;36,1629766767386;movefw;6;
220;1,01835237328981;37,0692844637752;movebw;5;
221;1,44097063503051;36,1629766767386;movefw;4;
222;1,01835237328981;37,0692844637752;movebw;3;
223;1,44097063503051;36,1629766767386;movefw;2;
224;1,01835237328981;37,0692844637752;movebw;1;
225;1,44097063503051;36,1629766767386;movefw;0;
226;1,01835237328981;37,0692844637752;movebw;0;
227;0,595734111549113;37,9755922508119;shoot;9;
228;1,44097063503051;36,1629766767386;movefw;8;
229;1,01835237328981;37,0692844637752;movebw;7;
230;1,44097063503051;36,1629766767386;movefw;6;
231;1,01835237328981;37,0692844637752;movebw;5;
232;1,44097063503051;36,1629766767386;movefw;4;
233;1,01835237328981;37,0692844637752;movebw;3;
234;1,44097063503051;36,1629766767386;movefw;2;
235;1,01835237328981;37,0692844637752;movebw;1;
236;1,44097063503051;36,1629766767386;movefw;0;
237;1,01835237328981;37,0692844637752;movebw;0;
238;0,595734111549113;37,9755922508119;shoot;9;
239;1,44097063503051;36,1629766767386;movefw;8;
240;1,01835237328981;37,0692844637752;movebw;7;
241;1,44097063503051;36,1629766767386;movefw;6;
242;1,01835237328981;37,0692844637752;movebw;5;
243;1,44097063503051;36,1629766767386;movefw;4;
244;1,86358889677121;35,2566688897019;movefw;3;
245;2,28620715851191;34,3503611026653;movefw;2;
246;2,70882542025261;33,4440533156286;movefw;1;
247;3,1314436819933;32,537745528592;movefw;0;
248;3,554061943734;31,6314377415553;movefw;0;
249;3,9766802054747;30,7251299545187;movefw;0;
250;4,3992984672154;29,818822167482;movefw;0;
251;4,8219167289561;28,9125143804454;movefw;0;
252;5,2445349906968;28,0062065934087;movefw;0;
253;5,66715325243749;27,0998988063721;movefw;0;
254;6,08977151417819;26,1935910193354;movefw;0;
255;6,51238977591889;25,2872832322988;movefw;0;
256;6,93500803765959;24,3809754452621;movefw;0;
257;7,35762629940029;23,4746676582255;movefw;0;
258;7,78024456114099;22,5683598711888;movefw;0;
259;8,20286282288168;21,6620520841522;movefw;0;
260;8,62548108462238;20,7557442971155;movefw;0;
261;9,04809934636308;19,8494365100789;movefw;0;
262;9,47071760810378;18,9431287230422;movefw;0;
263;9,89333586984448;18,0368209360056;movefw;0;
264;10,3159541315852;17,1305131489689;movefw;0;
265;10,7385723933259;16,2242053619323;movefw;0;
266;11,1611906550666;15,3178975748956;movefw;0;
267;11,5838089168073;14,411589787859;movefw;0;
268;12,006427178548;13,5052820008223;movefw;0;
269;12,006427178548;13,5052820008223;turnright;0;
270;12,006427178548;13,5052820008223;turnright;0;
271;12,006427178548;13,5052820008223;turnright;0;
272;12,006427178548;13,5052820008223;turnright;0;
273;12,006427178548;13,5052820008223;turnright;0;
274;12,006427178548;13,5052820008223;turnright;0;
275;12,006427178548;13,5052820008223;turnright;0;
276;12,006427178548;13,5052820008223;turnright;0;
277;12,006427178548;13,5052820008223;turnright;0;
278;12,006427178548;13,5052820008223;turnright;0;
279;12,006427178548;13,5052820008223;turnright;0;
280;12,006427178548;13,5052820008223;turnright;0;
281;12,006427178548;13,5052820008223;turnright;0;
282;12,006427178548;13,5052820008223;turnright;0;
283;12,006427178548;13,5052820008223;turnright;0;
284;12,006427178548;13,5052820008223;turnright;0;
285;12,006427178548;13,5052820008223;turnright;0;
286;11,1404017747635;13,0052820008223;movefw;0;
287;11,1404017747635;13,0052820008223;turnright;0;
288;11,1404017747635;13,0052820008223;turnright;0;
289;11,1404017747635;13,0052820008223;turnright;0;
290;11,1404017747635;13,0052820008223;turnright;0;
291;11,1404017747635;13,0052820008223;turnright;0;
292;11,1404017747635;13,0052820008223;turnright;0;
293;10,1404017747635;13,0052820008223;movefw;0;
294;9,14040177476353;13,0052820008223;movefw;0;
295;8,14040177476353;13,0052820008223;movefw;0;
296;7,14040177476353;13,0052820008223;movefw;0;
297;6,14040177476353;13,0052820008223;movefw;0;
298;5,14040177476353;13,0052820008223;movefw;0;
299;4,14040177476353;13,0052820008223;movefw;0;
300;3,14040177476353;13,0052820008223;movefw;0;
301;2,14040177476353;13,0052820008223;movefw;0;
302;1,14040177476353;13,0052820008223;movefw;0;
303;1,14040177476353;13,0052820008223;turnright;0;
304;1,14040177476353;13,0052820008223;turnright;0;
305;1,14040177476353;13,0052820008223;turnright;0;
306;1,14040177476353;13,0052820008223;turnright;0;
307;1,14040177476353;13,0052820008223;turnright;0;
308;1,14040177476353;13,0052820008223;turnright;0;
309;1,14040177476353;13,0052820008223;turnright;0;
310;1,14040177476353;13,0052820008223;turnright;0;
311;1,14040177476353;13,0052820008223;turnright;0;
312;1,14040177476353;13,0052820008223;shoot;9;
313;1,14040177476353;13,0052820008223;turnleft;8;
314;1,14040177476353;13,0052820008223;turnleft;7;
315;1,14040177476353;13,0052820008223;turnleft;6;
316;1,14040177476353;13,0052820008223;turnleft;5;
317;1,14040177476353;13,0052820008223;turnleft;4;
318;1,14040177476353;13,0052820008223;turnleft;3;
319;1,14040177476353;13,0052820008223;turnleft;2;
320;1,14040177476353;13,0052820008223;turnleft;1;
321;1,14040177476353;13,0052820008223;turnleft;0;
322;1,14040177476353;13,0052820008223;shoot;9;
323;1,14040177476353;13,0052820008223;turnleft;8;
324;1,14040177476353;13,0052820008223;turnleft;7;
325;1,14040177476353;13,0052820008223;turnleft;6;
326;1,14040177476353;13,0052820008223;turnleft;5;
327;1,14040177476353;13,0052820008223;turnleft;4;
328;1,14040177476353;13,0052820008223;turnleft;3;
329;1,14040177476353;13,0052820008223;turnleft;2;
330;1,14040177476353;13,0052820008223;turnleft;1;
331;1,14040177476353;13,0052820008223;turnleft;0;
332;1,14040177476353;13,0052820008223;shoot;9;
333;1,14040177476353;13,0052820008223;turnleft;8;
334;1,14040177476353;13,0052820008223;turnleft;7;
335;1,14040177476353;13,0052820008223;turnleft;6;
336;1,14040177476353;13,0052820008223;turnleft;5;
337;1,14040177476353;13,0052820008223;turnleft;4;
338;1,14040177476353;13,0052820008223;turnleft;3;
339;1,14040177476353;13,0052820008223;turnleft;2;
340;1,14040177476353;13,0052820008223;turnleft;1;
341;1,14040177476353;13,0052820008223;turnleft;0;
342;1,14040177476353;13,0052820008223;shoot;9;
343;1,14040177476353;13,0052820008223;turnleft;8;
344;1,14040177476353;13,0052820008223;turnleft;7;
345;1,14040177476353;13,0052820008223;turnleft;6;
346;1,14040177476353;13,0052820008223;turnleft;5;
347;1,14040177476353;13,0052820008223;turnleft;4;
348;1,14040177476353;13,0052820008223;turnleft;3;
349;1,14040177476353;13,0052820008223;turnleft;2;
350;1,14040177476353;13,0052820008223;turnleft;1;
351;1,14040177476353;13,0052820008223;turnleft;0;
352;1,14040177476353;13,0052820008223;shoot;9;
353;1,14040177476353;13,0052820008223;turnleft;8;
354;1,14040177476353;13,0052820008223;turnleft;7;
355;1,14040177476353;13,0052820008223;turnleft;6;
356;1,14040177476353;13,0052820008223;turnleft;5;
357;1,14040177476353;13,0052820008223;turnleft;4;
358;1,14040177476353;13,0052820008223;turnleft;3;
359;1,14040177476353;13,0052820008223;turnleft;2;
360;1,14040177476353;13,0052820008223;turnleft;1;
361;1,14040177476353;13,0052820008223;turnleft;0;
362;1,14040177476353;13,0052820008223;shoot;9;
363;1,14040177476353;13,0052820008223;turnleft;8;
364;1,14040177476353;13,0052820008223;turnleft;7;
365;1,14040177476353;13,0052820008223;turnleft;6;
366;1,14040177476353;13,0052820008223;turnleft;5;
367;1,14040177476353;13,0052820008223;turnleft;4;
368;1,14040177476353;13,0052820008223;turnleft;3;
369;1,14040177476353;13,0052820008223;turnleft;2;
370;1,14040177476353;13,0052820008223;turnleft;1;
371;1,14040177476353;13,0052820008223;turnleft;0;
372;1,14040177476353;13,0052820008223;shoot;9;
373;1,14040177476353;13,0052820008223;turnleft;8;
374;1,14040177476353;13,0052820008223;turnleft;7;
375;1,14040177476353;13,0052820008223;turnleft;6;
376;1,14040177476353;13,0052820008223;turnleft;5;
377;1,14040177476353;13,0052820008223;turnleft;4;
378;1,14040177476353;13,0052820008223;turnleft;3;
379;1,14040177476353;13,0052820008223;turnleft;2;
380;1,14040177476353;13,0052820008223;turnleft;1;
381;1,14040177476353;13,0052820008223;turnleft;0;
382;1,14040177476353;13,0052820008223;shoot;9;
383;1,14040177476353;14,0052820008223;movefw;8;
384;1,14040177476353;13,0052820008223;movebw;7;
385;1,14040177476353;14,0052820008223;movefw;6;
386;1,14040177476353;13,0052820008223;movebw;5;
387;1,14040177476353;14,0052820008223;movefw;4;
388;1,14040177476353;13,0052820008223;movebw;3;
389;1,14040177476353;14,0052820008223;movefw;2;
390;1,14040177476353;13,0052820008223;movebw;1;
391;1,14040177476353;14,0052820008223;movefw;0;
392;1,14040177476353;13,0052820008223;movebw;0;
393;1,14040177476353;14,0052820008223;movefw;0;
394;1,14040177476353;13,0052820008223;movebw;0;
395;1,14040177476353;14,0052820008223;movefw;0;
396;1,14040177476353;13,0052820008223;movebw;0;
397;1,14040177476353;14,0052820008223;movefw;0;
398;1,14040177476353;13,0052820008223;movebw;0;
399;1,14040177476353;14,0052820008223;movefw;0;
400;1,14040177476353;13,0052820008223;movebw;0;
401;1,14040177476353;14,0052820008223;movefw;0;
402;1,14040177476353;13,0052820008223;movebw;0;
403;1,14040177476353;14,0052820008223;movefw;0;
404;1,14040177476353;13,0052820008223;movebw;0;
405;1,14040177476353;14,0052820008223;movefw;0;
406;1,14040177476353;13,0052820008223;movebw;0;
407;1,14040177476353;14,0052820008223;movefw;0;
408;1,14040177476353;13,0052820008223;movebw;0;
409;1,14040177476353;14,0052820008223;movefw;0;
410;1,14040177476353;13,0052820008223;movebw;0;
411;1,14040177476353;14,0052820008223;movefw;0;
412;1,14040177476353;13,0052820008223;movebw;0;
413;1,14040177476353;14,0052820008223;movefw;0;
414;1,14040177476353;13,0052820008223;movebw;0;
415;1,14040177476353;13,0052820008223;shoot;9;
416;1,14040177476353;13,0052820008223;turnleft;8;
417;1,14040177476353;13,0052820008223;turnleft;7;
418;1,14040177476353;13,0052820008223;turnleft;6;
419;1,14040177476353;13,0052820008223;turnleft;5;
420;1,14040177476353;13,0052820008223;turnleft;4;
421;1,14040177476353;13,0052820008223;turnleft;3;
422;1,14040177476353;13,0052820008223;turnleft;2;
423;1,14040177476353;13,0052820008223;turnleft;1;
424;1,14040177476353;13,0052820008223;turnleft;0;
425;1,14040177476353;13,0052820008223;shoot;9;
426;1,14040177476353;13,0052820008223;turnleft;8;
427;1,14040177476353;13,0052820008223;turnleft;7;
428;1,14040177476353;13,0052820008223;turnleft;6;
429;1,14040177476353;13,0052820008223;turnleft;5;
430;1,14040177476353;13,0052820008223;turnleft;4;
431;1,14040177476353;13,0052820008223;turnleft;3;
432;1,14040177476353;13,0052820008223;turnleft;2;
433;1,14040177476353;13,0052820008223;turnleft;1;
434;1,14040177476353;13,0052820008223;turnleft;0;
435;1,14040177476353;13,0052820008223;shoot;9;
436;1,14040177476353;13,0052820008223;turnleft;8;
437;1,14040177476353;13,0052820008223;turnleft;7;
438;1,14040177476353;13,0052820008223;turnleft;6;
439;1,14040177476353;13,0052820008223;turnleft;5;
440;1,14040177476353;13,0052820008223;turnleft;4;
441;1,14040177476353;13,0052820008223;turnleft;3;
442;1,14040177476353;13,0052820008223;turnleft;2;
443;1,14040177476353;13,0052820008223;turnleft;1;
444;1,14040177476353;13,0052820008223;turnleft;0;
445;1,14040177476353;13,0052820008223;shoot;9;
446;1,14040177476353;13,0052820008223;turnleft;8;
447;1,14040177476353;13,0052820008223;turnleft;7;
448;1,14040177476353;13,0052820008223;turnleft;6;
449;1,14040177476353;13,0052820008223;turnleft;5;
450;1,14040177476353;13,0052820008223;turnleft;4;
451;1,14040177476353;13,0052820008223;turnleft;3;
452;1,14040177476353;13,0052820008223;turnleft;2;
453;1,14040177476353;13,0052820008223;turnleft;1;
454;1,14040177476353;13,0052820008223;turnleft;0;
455;1,14040177476353;13,0052820008223;shoot;9;
456;1,14040177476353;13,0052820008223;turnleft;8;
457;1,14040177476353;13,0052820008223;turnleft;7;
458;1,14040177476353;13,0052820008223;turnleft;6;
459;1,14040177476353;13,0052820008223;turnleft;5;
460;1,14040177476353;13,0052820008223;turnleft;4;
461;1,14040177476353;13,0052820008223;turnleft;3;
462;1,14040177476353;13,0052820008223;turnleft;2;
463;1,14040177476353;13,0052820008223;turnleft;1;
464;1,14040177476353;13,0052820008223;turnleft;0;
465;1,14040177476353;13,0052820008223;shoot;9;
466;1,14040177476353;13,0052820008223;turnleft;8;
467;1,14040177476353;13,0052820008223;turnleft;7;
468;1,14040177476353;13,0052820008223;turnleft;6;
469;1,14040177476353;13,0052820008223;turnleft;5;
470;1,14040177476353;13,0052820008223;turnleft;4;
471;1,14040177476353;13,0052820008223;turnleft;3;
472;1,14040177476353;13,0052820008223;turnleft;2;
473;1,14040177476353;13,0052820008223;turnleft;1;
474;1,14040177476353;13,0052820008223;turnleft;0;
475;1,14040177476353;13,0052820008223;shoot;9;
476;1,14040177476353;13,0052820008223;turnleft;8;
477;1,14040177476353;13,0052820008223;turnleft;7;
478;1,14040177476353;13,0052820008223;turnleft;6;
479;1,14040177476353;13,0052820008223;turnleft;5;
480;1,14040177476353;13,0052820008223;turnleft;4;
481;1,14040177476353;13,0052820008223;turnleft;3;
482;1,14040177476353;13,0052820008223;turnleft;2;
483;1,14040177476353;13,0052820008223;turnleft;1;
484;1,14040177476353;13,0052820008223;turnleft;0;
485;1,14040177476353;13,0052820008223;shoot;9;
486;1,14040177476353;13,0052820008223;turnleft;8;
487;1,14040177476353;13,0052820008223;turnleft;7;
488;1,14040177476353;13,0052820008223;turnleft;6;
489;1,14040177476353;13,0052820008223;turnleft;5;
490;1,14040177476353;13,0052820008223;turnleft;4;
491;1,14040177476353;13,0052820008223;turnleft;3;
492;1,14040177476353;13,0052820008223;turnleft;2;
493;1,14040177476353;13,0052820008223;turnleft;1;
494;1,14040177476353;13,0052820008223;turnleft;0;
495;1,14040177476353;13,0052820008223;shoot;9;
496;1,14040177476353;13,0052820008223;turnright;8;
497;1,14040177476353;13,0052820008223;turnright;7;
498;1,14040177476353;13,0052820008223;turnright;6;
499;1,14040177476353;13,0052820008223;turnright;5;
500;1,14040177476353;13,0052820008223;turnright;4;
501;1,14040177476353;13,0052820008223;turnright;3;
502;1,14040177476353;13,0052820008223;turnright;2;
503;1,14040177476353;13,0052820008223;turnright;1;
504;1,14040177476353;13,0052820008223;turnright;0;
505;1,14040177476353;13,0052820008223;turnright;0;
506;1,14040177476353;13,0052820008223;turnright;0;
507;1,14040177476353;13,0052820008223;turnright;0;
508;1,14040177476353;13,0052820008223;turnright;0;
509;1,14040177476353;13,0052820008223;turnright;0;
510;1,14040177476353;13,0052820008223;turnright;0;
511;1,14040177476353;13,0052820008223;turnright;0;
512;1,14040177476353;13,0052820008223;turnright;0;
513;1,14040177476353;13,0052820008223;turnright;0;
514;1,14040177476353;13,0052820008223;turnright;0;
515;1,14040177476353;13,0052820008223;turnright;0;
516;1,14040177476353;13,0052820008223;turnright;0;
517;1,14040177476353;13,0052820008223;turnright;0;
518;1,14040177476353;13,0052820008223;turnright;0;
519;1,14040177476353;13,0052820008223;turnleft;0;
520;1,14040177476353;13,0052820008223;turnleft;0;
521;1,14040177476353;13,0052820008223;turnleft;0;
522;1,14040177476353;13,0052820008223;turnleft;0;
523;1,14040177476353;13,0052820008223;turnleft;0;
524;2,14040177476353;13,0052820008223;movefw;0;
525;3,14040177476353;13,0052820008223;movefw;0;
526;4,14040177476353;13,0052820008223;movefw;0;
527;5,14040177476353;13,0052820008223;movefw;0;
528;6,14040177476353;13,0052820008223;movefw;0;
529;7,14040177476353;13,0052820008223;movefw;0;
530;8,14040177476353;13,0052820008223;movefw;0;
531;9,14040177476353;13,0052820008223;movefw;0;
532;10,1404017747635;13,0052820008223;movefw;0;
533;11,1404017747635;13,0052820008223;movefw;0;
534;12,1404017747635;13,0052820008223;movefw;0;
535;13,1404017747635;13,0052820008223;movefw;0;
536;14,1404017747635;13,0052820008223;movefw;0;
537;15,1404017747635;13,0052820008223;movefw;0;
538;16,1404017747635;13,0052820008223;movefw;0;
539;17,1404017747635;13,0052820008223;movefw;0;
540;18,1404017747635;13,0052820008223;movefw;0;
541;17,1404017747635;13,0052820008223;movebw;0;
542;18,1404017747635;13,0052820008223;movefw;0;
543;17,1404017747635;13,0052820008223;movebw;0;
544;18,1404017747635;13,0052820008223;movefw;0;
545;17,1404017747635;13,0052820008223;movebw;0;
546;18,1404017747635;13,0052820008223;movefw;0;
547;17,1404017747635;13,0052820008223;movebw;0;
548;18,1404017747635;13,0052820008223;movefw;0;
549;17,1404017747635;13,0052820008223;movebw;0;
550;18,1404017747635;13,0052820008223;movefw;0;
551;17,1404017747635;13,0052820008223;movebw;0;
